phlorest_taxa_id,lexibank_taxa_id
Ab,abui
Ad,adang
Bl,blagar
Ke,kaera
Ki,kui
Kl,klon
Km,kamang
Nd,nedebang
Sw,sawila
Tw,teiwa
WP,westernpantar
We,wersing
pAP,protoalorpantar
