phlorest_taxa_id,lexibank_taxa_id
borong,Borong
burum,Burum
dedua,Dedua
kate,Kate
komba,Komba
kube,Kube
mape,Mape
mesem,Mesem
mindik,Mindik
nabak,Nabak
ono,Ono
selepet,Selepet
timbe,Timbe
tobo,Tobo
