phlorest_taxa_id,lexibank_taxa_id
Cojubim,cojubim
Jaru,jaru
Kitemoka,kitemoka
More,more
OroWin,orowin
Tapakura,tapakura
Tora,tora
Urupa,urupa
Wanyam,wanyam
Wari,wari
