phlorest_taxa_id,lexibank_taxa_id
Asahikawa,asahikawa
Bihoro,bihoro
Hiratori,hiratori
Horobetsu,horobetsu
Kushiro,kushiro
Maoka,maoka
Nairo,nairo
Nayoro,nayoro
Niikappu,niikappu
Nukkibetsu,nukkibetsu
Obihiro,obihiro
Ochiho,ochiho
Oshamambe,oshamambe
Raichishka,raichishka
Samani,samani
Shiraura,shiraura
Soya,soya
Tarantomari,tarantomari
Yakumo,yakumo
